编号,来源版本,L1类别,L2子类,语体大类,语体,噪声类型,文本长度,输入句子,期望输出,期望标签,性别触发词,保留理由,常见误改（负例陷阱）,难度,是否争议,备注,处置,切分,处置理由
NEG-0942,v6,三、制度性与统计性区分,3.6 平权、保护与专项服务,公文与规章,统计制度,无,,分性别数据的常规采集，是性别政策评估的前提。,,无需改写,分性别数据,统计制度的基础要求,分类数据的常规采集是政策评估的前提,难,否,,主集,dev,
NEG-0943,v6,三、制度性与统计性区分,3.6 平权、保护与专项服务,社交与社区,社区试点,无,,本市试点为男性家长提供家庭教育指导服务。,,无需改写,男性家长,服务对象界定，针对参与不足的群体,本市试点为家长提供家庭教育指导服务,难,否,,主集,dev,
NEG-0944,v6,四、专有名词与固定名称,4.1 法律法规,公文与规章,政策解读,无,,《中国妇女发展纲要》提出了若干量化的阶段目标。,,无需改写,妇女发展纲要,纲要正式名称,《发展纲要》提出了若干量化目标,易,否,,主集,test,
NEG-0945,v6,四、专有名词与固定名称,4.1 法律法规,其他,劳动法培训,无,,《劳动法》对女职工和未成年工设有专章规定。,,无需改写,女职工,法律章节的正式表述,《劳动法》对特殊群体设有专章规定,中,否,,主集,index,
NEG-0946,v6,四、专有名词与固定名称,4.2 机构、组织与场所,新闻报道,本地新闻,无,,省妇幼保健院上个月搬到新址了。,,无需改写,妇幼保健院,机构法定名称,省保健院上个月搬到新址了,易,否,,主集,dev,
NEG-0947,v6,四、专有名词与固定名称,4.2 机构、组织与场所,其他,校史,无,,这所学校原名“女子师范学堂”，1952 年才改的名。,,无需改写,女子师范学堂,历史校名，改写会使沿革失真,这所学校原名师范学堂，1952 年改名,易,否,,主集,index,
NEG-0948,v6,四、专有名词与固定名称,4.2 机构、组织与场所,医疗健康,就医常识,无,,男科和泌尿外科在很多医院是合并设置的。,,无需改写,男科,科室名称,泌尿外科在很多医院是合并设置的,易,否,,主集,index,
NEG-0949,v6,四、专有名词与固定名称,4.3 奖项、荣誉与称号,新闻报道,媒体考据,无,,“最美妈妈”这个称号是当年媒体起的，不是官方评选。,,无需改写,最美妈妈,称号原文，句子本身在作考订,这个称号是当年媒体起的，不是官方评选,中,否,,主集,test,
NEG-0951,v6,四、专有名词与固定名称,4.4 节日与纪念日,其他,健康倡导,无,,世界卵巢癌日是每年的 5 月 8 日。,,无需改写,卵巢癌日,纪念日正式名称,这个疾病日是每年 5 月 8 日,易,否,,主集,index,
NEG-0952,v6,四、专有名词与固定名称,4.4 节日与纪念日,医疗健康,行业科普,无,,国际护士节与南丁格尔有关，跟护士的性别没有关系。,,无需改写,护士节/性别,节日由来说明，句子在澄清误解,国际护士节与南丁格尔有关,中,否,,主集,index,
NEG-0954,v6,四、专有名词与固定名称,4.5 作品名与文化产品,文艺创作与评论,文学讲读,无,,《傲慢与偏见》开头那句关于单身男子的话，几乎人人会背。,,无需改写,单身男子,小说开篇原文的指涉,《傲慢与偏见》的开篇那句话几乎人人会背,中,否,,主集,test,
NEG-0955,v6,四、专有名词与固定名称,4.5 作品名与文化产品,学术与调研,书目介绍,无,,《小妇人》里四个姐妹各有各的路。,,无需改写,小妇人/姐妹,书名与人物关系,《小妇人》里四个孩子各有各的路,易,否,,主集,test,
NEG-0956,v6,四、专有名词与固定名称,4.6 历史与制度术语,其他,思想史,无,,“三纲五常”里的“夫为妻纲”，是后世争议最大的一条。,,无需改写,夫为妻纲,历史概念原文，且句子已含批判,“三纲五常”中有一条是后世争议最大的,中,否,,主集,index,
NEG-0957,v6,四、专有名词与固定名称,4.6 历史与制度术语,法律与司法,法制史,无,,寡妇再嫁在不同朝代的法律待遇差别很大。,,无需改写,寡妇再嫁,历史制度的研究对象,再婚在不同朝代的法律待遇差别很大,中,否,,主集,dev,
NEG-0958,v6,四、专有名词与固定名称,4.6 历史与制度术语,学术与调研,历史评论,无,,古代的“和亲”，本质上是以女性为纽带的政治安排。,,无需改写,和亲/女性,历史制度及其批判性分析,古代的“和亲”本质上是一种政治安排,难,否,,主集,dev,
NEG-0959,v6,四、专有名词与固定名称,4.7 学术与批判性概念,学术与调研,劳动研究,无,,“男主外女主内”作为分析概念时，指的是一种劳动分工模式。,,无需改写,男主外女主内,术语在学术语境中的界定,这一分工模式作为分析概念时另有所指,难,否,,主集,test,
NEG-0960,v6,四、专有名词与固定名称,4.7 学术与批判性概念,学术与调研,性别研究,无,,“性别表达”和“性别认同”是两个概念，不能混用。,,无需改写,性别表达/性别认同,学科基本术语的辨析,这两个相关概念不能混用,易,否,,主集,index,
NEG-0961,v6,四、专有名词与固定名称,4.7 学术与批判性概念,其他,术语辨析,无,,“厌女”是学术译名，与日常说的讨厌女性不是一回事。,,无需改写,厌女,术语说明，句子在澄清误读,这一学术译名与日常理解不是一回事,难,否,,主集,index,
NEG-0962,v6,五、引用与转述,5.1 直接引语,其他,追悼会,无,,他在追悼会上说：“我妈一辈子没求过人。”,,无需改写,我妈,悼词原话,他在追悼会上回忆了母亲的一生,难,否,,主集,index,
NEG-0963,v6,五、引用与转述,5.1 直接引语,其他,职场记录,无,,群里那句“这活儿交给男生吧”，后来被截图发到了内网。,,无需改写,男生,被举报的原话,群里那句带倾向性的话被截图发到内网,难,否,,主集,dev,
NEG-0964,v6,五、引用与转述,5.1 直接引语,其他,口述回忆,无,,“姑娘家读书没用”，这话我奶奶说过，我妈没说过。,,无需改写,姑娘家/奶奶/妈,引语＋两代人的对比，是全句要点,这类话我家上一辈说过，我妈没说过,难,否,,主集,index,
NEG-0966,v6,五、引用与转述,5.2 文献与史料,公文与规章,家书档案,无,,这封民国家书的抬头写的是“慈母大人膝下”。,,无需改写,慈母大人膝下,书信抬头的原文,这封民国家书用的是旧式抬头,中,否,,主集,dev,
NEG-0967,v6,五、引用与转述,5.2 文献与史料,学术与调研,谱牒研究,无,,族谱里女性只记“某氏”不记名，是相当普遍的体例。,,无需改写,女性/某氏,史料体例的客观描述，是批判的前提,族谱里部分成员只记姓不记名，是普遍体例,难,否,,主集,test,
NEG-0968,v6,五、引用与转述,5.3 法律与官方文书原件,其他,合同范本,无,,劳动合同范本第七条涉及女职工三期保护的内容。,,无需改写,女职工三期,合同条款的法定内容,劳动合同范本第七条涉及特殊时期保护,中,否,,主集,test,
NEG-0969,v6,五、引用与转述,5.3 法律与官方文书原件,法律与司法,裁判文书,无,,判决书写明：“被告应于本判决生效后十日内向原告之母支付赡养费。”,,无需改写,原告之母,判决主文原文,判决书写明被告应向原告家属支付赡养费,中,否,,主集,dev,
NEG-0970,v6,五、引用与转述,5.3 法律与官方文书原件,公文与规章,转发通知,无,,通报原文是“侵害妇女儿童权益的违法行为”，转发时按原文。,,无需改写,妇女儿童,通报原文，句子本身已声明照原文转发,通报原文涉及权益侵害，转发时按原文,难,否,,主集,index,
NEG-0971,v6,五、引用与转述,5.4 研究与调查材料,学术与调研,预调查报告,无,,预调查发现，“您配偶的职业”这一题女性的填答率更高。,,无需改写,配偶/女性,题目原文与填答行为差异,预调查发现某一题的填答率存在差异,难,否,,主集,test,
NEG-0972,v6,五、引用与转述,5.4 研究与调查材料,学术与调研,访谈分析,无,,访谈里她反复说“我们女的”，这个自称本身就值得分析。,,无需改写,我们女的,受访者自称，是分析对象,访谈里她反复使用某个自称，值得分析,难,否,,主集,index,
NEG-0973,v6,五、引用与转述,5.4 研究与调查材料,学术与调研,量表说明,无,,反向计分题包括“男人不该哭”这一条。,,无需改写,男人不该哭,量表条目原文,反向计分题包括一条关于情绪表达的陈述,难,否,,主集,index,
NEG-0974,v6,五、引用与转述,5.5 批判性转述与举例,学术与调研,研究假设,无,,“女性更适合做辅助性工作”是本研究要检验的假设，不是结论。,,无需改写,女性更适合做辅助性工作,待检验假设，句子已明确区分,本研究要检验的是一个关于分工的假设,难,否,,主集,test,
NEG-0975,v6,五、引用与转述,5.5 批判性转述与举例,学术与调研,教材编写,无,,教材把“护士姐姐”“医生叔叔”列为需要修改的表述。,,无需改写,护士姐姐/医生叔叔,被列举的待改示例，本身不能改,教材列出了若干需要修改的职业称呼,难,否,,主集,test,
NEG-0976,v6,五、引用与转述,5.5 批判性转述与举例,公文与规章,话术治理,无,,客服话术库里“美女您好”已被标记为待替换。,,无需改写,美女您好,被标记的原话术，删掉则无从替换,客服话术库里有一条称呼已被标记为待替换,难,否,,主集,test,
NEG-0977,v6,五、引用与转述,5.5 批判性转述与举例,学术与调研,论文附录,无,,附录列出了 32 个高频性别刻板词，供后续研究使用。,,无需改写,性别刻板词,研究资源说明,附录列出了 32 个高频词，供后续研究使用,中,否,,主集,index,
NEG-0978,v6,六、自我认同与自称,6.1 自我描述的性别标签,文艺创作与评论,人物采访,无,,她说自己是“半个女汉子”，另外半个还挺爱哭。,,无需改写,女汉子,自选标签与自我调侃,她说自己性格里有刚强也有柔软,难,否,,主集,index,
NEG-0979,v6,六、自我认同与自称,6.1 自我描述的性别标签,口语与私人交流,个人简介,无,,他简介里写着“两个女儿的爸爸，业余跑马拉松”。,,无需改写,女儿/爸爸,本人撰写的自我介绍,他简介里写着“两个孩子的家长，业余跑马拉松”,难,否,,主集,index,
NEG-0980,v6,六、自我认同与自称,6.1 自我描述的性别标签,学术与调研,访谈实录,无,,“我不是女强人，我只是没得选。”她说这话时很平静。,,无需改写,女强人,受访者的自我否定式表述,“我不是什么强人，我只是没得选。”,难,否,,主集,dev,
NEG-0981,v6,六、自我认同与自称,6.2 主动声明的性别与代词,其他,平台设置,无,,她把社交平台的性别一栏改成了“不愿透露”。,,无需改写,性别/不愿透露,本人的隐私选择,她把社交平台的资料改成了不公开,中,否,,主集,dev,
NEG-0982,v6,六、自我认同与自称,6.2 主动声明的性别与代词,其他,会务,无,,邀请函问是否需要标注代词，他勾了“是”。,,无需改写,代词/他,本人的主动选择,邀请函问是否需要标注，他勾了“是”,中,否,,主集,index,
NEG-0983,v6,六、自我认同与自称,6.2 主动声明的性别与代词,口语与私人交流,口语声明,无,,“叫我名字就行，别加什么女士先生。”,,无需改写,女士先生,当事人对称呼的明确要求,“叫我名字就行，别加称谓。”,难,否,,主集,dev,
NEG-0984,v6,六、自我认同与自称,6.3 社群内部用语,社交与社区,游戏社区,网络用语,,这个公会里管新人一律叫“小妹妹”，男女都这么叫。,,无需改写,小妹妹/男女,社区用语实况，句子已说明不分性别,这个公会里管新人有统一的称呼,中,是,,主集,index,
NEG-0985,v6,六、自我认同与自称,6.3 社群内部用语,其他,平台观察,网络用语,,“美妆姐妹”这个叫法，后来男性用户也接受了。,,无需改写,美妆姐妹/男性用户,称呼泛化的过程记述,这个社区称呼后来被更多用户接受,中,是,,主集,test,
NEG-0986,v6,六、自我认同与自称,6.3 社群内部用语,学术与调研,方言观察,方言,,“老铁”在东北话里不分男女，谁都能这么叫。,,无需改写,男女,方言词的去性别化说明,“老铁”在东北话里谁都能这么叫,中,否,,主集,index,
NEG-0987,v6,六、自我认同与自称,6.4 职业与身份的自我定位,文艺创作与评论,纪录片,无,,“作为一个女焊工，我最常听到的一句是别累着。”,,无需改写,女焊工,受访者自我定位，是叙述前提,“作为一个焊工，我最常听到的是别累着。”,难,否,,主集,test,
NEG-0988,v6,六、自我认同与自称,6.4 职业与身份的自我定位,新闻报道,人物特写,无,,他做了十年幼儿园老师，名片上印的是“孩子王”。,,无需改写,他/孩子王,本人自选的名片用语,这位做了十年幼儿园老师，名片印着“孩子王”,中,否,,主集,test,
