编号,来源版本,L1类别,L2子类,载体形式,指向性别,叠加类别,语体大类,语体,噪声类型,文本长度,输入句子,参考改写,期望标签,问题触发词,问题说明,可接受的其他改法,欠改陷阱（改了但没改到位）,过改陷阱（矫枉过正）,必须保留的信息,严重度,难度,是否争议,备注,处置,切分,处置理由
POS-0929,v9,七、贬损与物化（词项自带贬抑）,7.4 以某一性别为标准的评价,常规句,指向男性,,文艺创作与评论,舞蹈评论,无,中,他的柔韧度比女演员还好，这在男舞者里极为罕见。,他的柔韧度达到了同台演员中的顶尖水平，这在同行里极为罕见。,需改写,比女演员还好,以女性为参照上限的褒扬，反向使用同样以性别作标尺。,“柔韧度在同台演员中属顶尖”,改成“不输女演员”，标尺仍在,把“极为罕见”这一评价删掉,他的柔韧度出色、这一水平在同行中罕见,建议改,中,是,反向标尺；同机制新实例,主集,test,
POS-0930,v9,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,常规句,不特指,,商业与产品,销售动员,无,中,谈单别磨磨唧唧跟个老娘们似的，该逼单就逼单。,谈单别磨磨唧唧，该推进就推进。,需改写,跟个老娘们似的,以女性化作为拖沓的贬义参照，双向贬低。,“谈单要果断，该推进就推进”,改成“别那么娘”，詈词仍在,把逼单这一销售动作删掉，丢失动员内容,谈单需果断、及时推进成交这一动员要点,必改,易,否,同机制新语体,主集,index,
POS-0931,v9,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,常规句,指向女性,,文艺创作与评论,相声脚本,无,中,您瞧他那位，典型的母老虎脾气，一嗓子能掀了屋顶。,您瞧他那位，脾气是真大，一嗓子能掀了屋顶。,需改写,母老虎脾气,以猛兽比附女性脾气，脚本以取笑为目的更强化了贬抑。,“他那位脾气大，嗓门也高”,改成“河东狮”，比附仍在,把“一嗓子能掀屋顶”这一包袱删掉，破坏相声节奏,该人物脾气大、嗓门高这一包袱、相声的口语节奏,必改,中,是,同机制新语体,主集,dev,
POS-0932,v9,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,常规句,不特指,,工程与技术,代码评审意见,结构化文本,中,// 这段逻辑写得婆婆妈妈，三层嵌套完全没必要，建议重构,// 这段逻辑过于繁冗，三层嵌套完全没必要，建议重构,需改写,婆婆妈妈,评审意见中使用性别化贬义词，既不专业也带贬抑。,“逻辑冗余，嵌套过深，建议扁平化”,改成“娘们唧唧”，换了一个同类詈词,把三层嵌套与重构建议删掉，丢失评审意见,三层嵌套没必要这一判断、建议重构这一意见、注释格式,必改,中,否,同机制新载体,主集,test,
POS-0933,v9,七、贬损与物化（词项自带贬抑）,7.5 性别化詈词与轻蔑语,常规句,指向男性,,新闻报道,体育解说,无,中,这防守动作软绵绵的，跟个小姑娘似的，一点对抗都没有。,这防守动作软绵绵的，一点对抗强度都没有。,需改写,跟个小姑娘似的,以女性化作为软弱的参照来批评球员，双向贬低。,“防守对抗强度不够”,改成“跟个娘们似的”，参照结构未变,把“没有对抗”这一技战术评价删掉,防守动作软、缺乏对抗强度这一评价、解说的现场感,必改,易,否,异形同机制：跟个小姑娘似的,主集,test,
POS-0934,v9,一、缺省预设（信息缺位处默认为男性）,1.1 泛指人称代词,常规句,不特指,,公文与规章,消防安全须知,缺标点,中,发现火情人员应先断电再灭火 他不得贸然开窗,发现火情人员应先断电再灭火 不得贸然开窗,需改写,他,泛指发现人，代词冗余；原文无标点。,“断电后灭火，不得开窗”,改成“他/她不得贸然开窗”,补全标点并改成规范书面语，改变须知的告示体裁,先断电再灭火、不得贸然开窗、原文无标点的告示体裁,应改,中,否,保留缺标点噪声,主集,index,
POS-0935,v9,一、缺省预设（信息缺位处默认为男性）,1.1 泛指人称代词,常规句,不特指,,商业与产品,众筹项目说明,无,中,支持者可在发货前随时取消，他已支付的款项将原路退回。,支持者可在发货前随时取消，已支付款项原路退回。,需改写,他,泛指支持者，领属可由上下文承接。,“取消后款项原路退回”,改成“他/她已支付的款项”,把原路退回这一退款方式改掉,发货前可随时取消、款项原路退回,应改,中,否,同机制新语体,主集,dev,
POS-0936,v9,一、缺省预设（信息缺位处默认为男性）,1.2 领属与反身形式,常规句,不特指,,公文与规章,不动产登记须知,无,中,申请人应亲自到场，代办的须提交他本人签署的授权委托书。,申请人应亲自到场，代办的须提交申请人签署的授权委托书。,需改写,他本人,泛指申请人，复用名词更准确。,“须提交申请人签署的委托书”,改成“他/她本人签署”,把授权委托书这一材料要求删掉,申请人应亲自到场、代办须提交授权委托书,应改,中,否,同机制新语体,主集,dev,
POS-0937,v9,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,常规句,指向男性,,社交与社区,装修监理帖,无,中,监理进场第一天，他会拍一套隐蔽工程的底片留档。,监理进场第一天，会拍一套隐蔽工程的底片留档。,需改写,他,以监理岗位默认男性。,“进场首日拍隐蔽工程底片留档”,改成“他/她会拍底片”,把隐蔽工程留档这一环节删掉,监理进场首日、拍摄隐蔽工程底片留档,应改,易,否,同机制新语体,主集,index,
POS-0938,v9,一、缺省预设（信息缺位处默认为男性）,1.3 职业角色的默认代词,常规句,指向女性,,公文与规章,图书馆指引,无,中,如需查阅古籍，请联系典藏馆员，她会协助办理预约。,如需查阅古籍，请联系典藏馆员，可协助办理预约。,需改写,她,以馆员岗位默认女性，属反向默认。,“典藏馆员可协助预约”,改成“他/她会协助”,把古籍查阅需预约这一规则删掉,查阅古籍需联系典藏馆员、需办理预约,应改,易,否,反向默认,主集,test,
POS-0939,v9,一、缺省预设（信息缺位处默认为男性）,1.4 家庭角色的默认指派,常规句,指向女性,,新闻报道,民生报道,无,中,记者在校门口看到，接孩子的清一色是妈妈们，个个手上还拎着菜。,记者在校门口看到，接孩子的多数是女性家长，不少人手上还拎着菜。,需改写,清一色是妈妈们,把观察到的现象直接以“妈妈”概括为常态，而非作为待解释的现象呈现。,“接送人以女性家长为主，这一分布本身值得追问”,只把“清一色”改成“大多”，仍未把它作为现象呈现,把接孩子与拎菜这两个观察细节删掉,校门口接孩子的人以女性为主这一观察、拎菜这一细节,建议改,难,是,观察陈述与默认指派的边界,主集,index,
POS-0940,v9,一、缺省预设（信息缺位处默认为男性）,1.5 男性词统称混合群体,常规句,不特指,,公文与规章,抢险动员,无,中,全体党员干部要冲在前面，关键时刻男同志顶得上，队伍才拉得动。,全体党员干部要冲在前面，关键时刻顶得上，队伍才拉得动。,需改写,男同志顶得上,以男性作为可依靠力量的默认，实际排除了队伍中的其他成员。,“关键时刻大家都要顶得上”,改成“男女同志都要顶得上”，仍以二元穷举,把抢险动员这一场合与要求删掉,抢险场合、要求党员干部冲在前面,应改,中,否,同机制新语体,主集,index,
POS-0941,v9,一、缺省预设（信息缺位处默认为男性）,1.6 收件与受众称谓默认,常规句,指向男性,,学术与调研,审稿邀请函,无,中,尊敬的教授先生：兹邀请您审阅稿件一篇，回复期限为两周。,尊敬的教授：兹邀请您审阅稿件一篇，回复期限为两周。,需改写,教授先生,邀请函模板默认受邀专家为男性。,“尊敬的××教授：兹邀请您审阅稿件”,改成“教授先生/女士”，仍是二元穷举,改动回复期限，损失函件要求,邀请审阅稿件一篇、两周回复期限,应改,中,否,同机制新语体,主集,dev,
POS-0942,v9,一、缺省预设（信息缺位处默认为男性）,1.8 译入与转写产生的默认,常规句,不特指,,公文与规章,国际公约译本,无,中,任何被拘留者均有权立即通知其家属，并有权要求会见他所选择的律师。,任何被拘留者均有权立即通知其家属，并有权要求会见其选择的律师。,需改写,他所选择的,公约译本中 his lawyer 的直译，中文可用“其”或省略。,“有权会见自行选择的律师”,改成“他/她所选择的”,把通知家属或会见律师这两项权利删掉,通知家属的权利、会见自选律师的权利,应改,中,否,同机制新语体,主集,test,
POS-0943,v9,二、冗余标记（性别在场却不承载信息）,2.1 职业与身份的性别前缀,常规句,指向女性,,文艺创作与评论,乐团介绍,无,中,本场由女指挥执棒，曲目为马勒第五交响曲。,本场指挥为林某，曲目为马勒第五交响曲。,需改写,女指挥,演出信息的要素是指挥人选与曲目，性别前缀不承载信息。,“指挥：××；曲目：马勒第五”,改成“女性指挥”,改动曲目，损失演出信息,本场的指挥安排、曲目为马勒第五交响曲,应改,中,是,若节目主题即为女性指挥，则属负例,主集,index,
POS-0944,v9,二、冗余标记（性别在场却不承载信息）,2.1 职业与身份的性别前缀,常规句,指向男性,,医疗健康,科室公告,无,中,本周由男助产士值班，孕妇如有顾虑可提前告知。,本周助产士值班安排见排班表，孕妇如有偏好可提前告知。,需改写,男助产士,前缀把该从业者标为需要预先说明的例外。,“值班安排见排班表，有偏好可提前沟通”,改成“男性助产士”，标记仍在,把“可提前告知”这一沟通渠道删掉,本周存在值班安排、孕妇可提前表达偏好,应改,难,是,医疗场景中的知情选择与冗余标记的边界,主集,index,
POS-0945,v9,二、冗余标记（性别在场却不承载信息）,2.2 性别专用与阴性化称谓,常规句,指向女性,,公文与规章,三八节表彰,无,中,各条战线的女将们撑起了工作局面，特此表彰。,各条战线的女性职工撑起了工作局面，特此表彰。,需改写,女将们,以军事化的阴性称谓指代女性职工，男性同类不会被这样命名。,“各条战线的女性职工表现突出，特此表彰”,改成“巾帼们”，专称仍在,把表彰这一文种功能删掉,各条战线女性职工的贡献、表彰这一文种功能,建议改,中,是,异形同机制：女将,主集,test,
POS-0946,v9,二、冗余标记（性别在场却不承载信息）,2.3 标题与导语的冗余标性,标题,指向女性,,新闻报道,教育新闻标题,无,中,女校长坚守山区二十年 送出三百名大学生,一校长坚守山区二十年 送出三百名大学生,需改写,女校长,坚守年限与升学成果与性别无关。,“山区校长坚守二十年，送出三百名大学生”,改成“女性校长”,把二十年与三百名这两个数据删掉,坚守山区二十年、送出三百名大学生,建议改,中,是,若报道主题即为山区女教师处境，则属负例,主集,test,
